ID,Binomial,Species_record_status,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Red_list_category,Year_assessed,Criteria,ED_score,RL_ID,RL_binomial,Fishbase_ID,Fishbase_binomial
2320,Calyptorhynchus_banksii,Approved,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,banksii,graptogyne,"(Latham, 1790)",Red-tailed black-cockatoo,LC,2016,NULL,7.3787620,22684744,Calyptorhynchus banksii,NULL,NULL
2321,Polytelis_swainsonii,Approved,Aves,Psittaciformes,Psittacidae,Polytelis,swainsonii,NULL,"(Desmarest, 1826)",Superb parrot,LC,2018,NULL,5.1393790,22685072,Polytelis swainsonii,NULL,NULL
2322,Stipiturus_mallee,Approved,Aves,Passeriformes,Maluridae,Stipiturus,mallee,"","Campbell, 1908",Mallee emu-wren,EN,2016,A2abc,12.3833200,22703776,Stipiturus mallee,NULL,NULL
2323,Lichenostomus_melanops,Approved,Aves,Passeriformes,Meliphagidae,Lichenostomus,melanops,cassidix,"(Latham, 1801)",Yellow-tufted honeyeater,LC,2016,"",7.6782570,22704076,Lichenostomus melanops,NULL,NULL
2324,Fulica_alai,Approved,Aves,Gruiformes,Rallidae,Fulica,alai,NULL,"Peale, 1848",Hawaiian coot,VU,2016,D2,9.2682410,22692920,Fulica alai,NULL,NULL
2325,Gallinago_media,Approved,Aves,Charadriiformes,Scolopacidae,Gallinago,media,NULL,"(Latham, 1787)",Great snipe,NT,2016,A2cd+3cd+4cd,7.3193550,22693093,Gallinago media,NULL,NULL
2326,Picathartes_oreas,Approved,Aves,Passeriformes,Picathartidae,Picathartes,oreas,NULL,"Reichenow, 1899",Grey-necked rockfowl,VU,2016,C2a(i),20.7766400,22708119,Picathartes oreas,NULL,NULL
2327,Brachyteles_hypoxanthus,Approved,Mammalia,Primates,Atelidae,Brachyteles,hypoxanthus,"","Kuhl, 1820",Northern muriqui,CR,2008,A2cd,8.0475725,2994,Brachyteles hypoxanthus,NULL,NULL
2328,Pipile_jacutinga,Approved,Aves,Galliformes,Cracidae,Pipile,jacutinga,NULL,"(Spix, 1825)",Black-fronted piping-guan,EN,2018,A2cd+3cd+4cd,2.5873090,22678429,Pipile jacutinga,NULL,NULL
2329,Penelope_obscura,Approved,Aves,Galliformes,Cracidae,Penelope,obscura,bronzina,"Temminck, 1815",Dusky-legged guan,LC,2016,NULL,3.0606150,22678389,Penelope obscura,NULL,NULL
2330,Engraulis_anchoita,Approved,Actinopteri,Clupeiformes,Engraulidae,Engraulis,anchoita,"",Hubbs & Marini 1935,Argentine anchovy,NT,2018,A2bd,NULL,195023,Engraulis anchoita,1659,Engraulis anchoita
2331,Lissotriton_vulgaris,Approved,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,NULL,"(Linnaeus, 1758)",Smooth newt,LC,2008,NULL,12.4653467,59481,Lissotriton vulgaris,NULL,NULL
2332,Haliaeetus_leucogaster,Approved,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucogaster,NULL,"(Gmelin, 1788)",White-bellied sea-eagle,LC,2016,NULL,7.5617810,22695097,Haliaeetus leucogaster,NULL,NULL
2333,Equus_asinus,Approved,Mammalia,Perissodactyla,Equidae,Equus,asinus,africanus,"Heuglin and Fitzinger, 1866",African wild ass,CR,2014,C2a(i),12.0503348,7949,Equus africanus,NULL,NULL
2334,Kajikia_albida,Approved,Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,albida,"",(Poey 1860),Atlantic white marlin,VU,2010,A2bd,NULL,170322,Kajikia albida,219,Kajikia albida
2335,Makaira_nigricans,Approved,Actinopteri,Istiophoriformes,Istiophoridae,Makaira,nigricans,"",Lacepède 1802,Blue marlin,VU,2010,A2bd,NULL,170314,Makaira nigricans,216,Makaira nigricans
2336,Entelurus_aequoreus,Approved,Actinopteri,Syngnathiformes,Syngnathidae,Entelurus,aequoreus,NULL,(Linnaeus 1758),Snake pipefish,LC,2013,NULL,NULL,18258072,Entelurus aequoreus,67,Entelurus aequoreus
2337,Delphinus_capensis,Approved,Mammalia,Cetacea,Delphinidae,Delphinus,capensis,"","Gray, 1828",Long-beaked common dolphin,DD,2008,NULL,8.2638450,6337,Delphinus capensis,NULL,NULL
2338,Stenella_coeruleoalba,Approved,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,"","(Meyen, 1833)",Striped dolphin,LC,2008,NULL,8.3485158,20731,Stenella coeruleoalba,NULL,NULL
2339,Lagenorhynchus_obliquidens,Approved,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,"","Gill, 1865",Pacific white-sided dolphin,LC,2008,NULL,8.1364488,11145,Lagenorhynchus obliquidens,NULL,NULL
2340,Lissodelphis_borealis,Approved,Mammalia,Cetacea,Delphinidae,Lissodelphis,borealis,"","Peale, 1848",Northern right whale dolphin,LC,2008,NULL,8.0959972,12125,Lissodelphis borealis,NULL,NULL
2341,Grampus_griseus,Approved,Mammalia,Cetacea,Delphinidae,Grampus,griseus,"","G. Cuvier, 1812",Risso's dolphin,LC,2008,NULL,8.7729899,9461,Grampus griseus,NULL,NULL
2342,Globicephala_macrorhynchus,Approved,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,"","Gray, 1846",Short-finned pilot whale,DD,2008,NULL,9.0628251,9249,Globicephala macrorhynchus,NULL,NULL
2343,Ziphius_cavirostris,Approved,Mammalia,Cetacea,Ziphiidae,Ziphius,cavirostris,"","G. Cuvier, 1823",Cuvier's beaked whale,LC,2008,NULL,11.7595706,23211,Ziphius cavirostris,NULL,NULL
2344,Berardius_bairdii,Approved,Mammalia,Cetacea,Ziphiidae,Berardius,bairdii,"","Stejneger, 1883",Baird's beaked whale,DD,2008,NULL,11.6445529,2763,Berardius bairdii,NULL,NULL
2345,Alosa_aestivalis,Approved,Actinopteri,Clupeiformes,Clupeidae,Alosa,aestivalis,NULL,(Mitchill 1814),Blueback herring / shad,VU,2011,A2b,NULL,201946,Alosa aestivalis,1574,Alosa aestivalis
2346,Alosa_mediocris,Approved,Actinopteri,Clupeiformes,Clupeidae,Alosa,mediocris,NULL,(Mitchill 1814),Hickory shad,LC,2011,NULL,NULL,201947,Alosa mediocris,1582,Alosa mediocris
2347,Dorosoma_cepedianum,Approved,Actinopteri,Clupeiformes,Clupeidae,Dorosoma,cepedianum,NULL,(Lesueur 1818),American gizzard shad,LC,2018,NULL,NULL,191210,Dorosoma cepedianum,1604,Dorosoma cepedianum
2348,Sardinella_aurita,Approved,Actinopteri,Clupeiformes,Clupeidae,Sardinella,aurita,NULL,Valenciennes 1847,Round sardinella,LC,2012,NULL,NULL,198581,Sardinella aurita,1043,Sardinella aurita
2349,Dorosoma_petenense,Approved,Actinopteri,Clupeiformes,Clupeidae,Dorosoma,petenense,NULL,(Günther 1867),Threadfin shad,LC,2018,NULL,NULL,191211,Dorosoma petenense,1606,Dorosoma petenense
2350,Urophycis_regia,Approved,Actinopteri,Gadiformes,Phycidae,Urophycis,regia,NULL,(Walbaum 1792),Spotted codling,LC,2014,NULL,NULL,47145877,Urophycis regia,1883,Urophycis regia
2351,Remora_remora,Approved,Actinopteri,Perciformes,Echeneidae,Remora,remora,NULL,(Linnaeus 1758),Shark sucker,LC,2012,NULL,NULL,198651,Remora remora,1751,Remora remora
2352,Scophthalmus_aquosus,Approved,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,aquosus,NULL,(Mitchill 1815),Windowpane flounder,NE,NULL,NULL,NULL,NULL,NULL,530,Scophthalmus aquosus
2353,Strongylura_marina,Approved,Actinopteri,Beloniformes,Belonidae,Strongylura,marina,NULL,(Walbaum 1792),Atlantic needlefish,LC,2018,NULL,NULL,155259,Strongylura marina,974,Strongylura marina
2354,Fundulus_heteroclitus,Approved,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,heteroclitus,(Linnaeus 1766),Mummichog,LC,2012,NULL,NULL,189824,Fundulus heteroclitus,3192,Fundulus heteroclitus
2355,Aluterus_schoepfii,Approved,Actinopteri,Tetraodontiformes,Monacanthidae,Aluterus,schoepfii,NULL,(Walbaum 1792),Orange filefish,LC,2014,NULL,NULL,16404974,Aluterus schoepfii,1081,Aluterus schoepfii
2356,Lactoria_diaphana,Approved,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,diaphana,NULL,(Bloch & Schneider 1801),Roundbelly cowfish,NE,NULL,NULL,NULL,NULL,NULL,6554,Lactoria diaphana
2357,Cyprinodon_variegatus,Approved,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,variegatus,variegatus,Lacepède 1803,Sheepshead minnow,LC,2019,NULL,NULL,189823,Cyprinodon variegatus,3181,Cyprinodon variegatus
2358,Syngnathus_fuscus,Approved,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,fuscus,NULL,Storer 1839,Northern pipefish,LC,2014,NULL,NULL,47153773,Syngnathus fuscus,3301,Syngnathus fuscus
2359,Prionotus_carolinus,Approved,Actinopteri,Perciformes,Triglidae,Prionotus,carolinus,NULL,(Linnaeus 1771),Northern searobin,LC,2012,NULL,NULL,16779491,Prionotus carolinus,1243,Prionotus carolinus
2360,Sphoeroides_maculatus,Approved,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,maculatus,NULL,(Bloch & Schneider 1801),Northern puffer,LC,2011,NULL,NULL,190246,Sphoeroides maculatus,1181,Sphoeroides maculatus
2361,Aulostomus_maculatus,Approved,Actinopteri,Syngnathiformes,Aulostomidae,Aulostomus,maculatus,NULL,Valenciennes 1841,Trumpetfish,LC,2013,NULL,NULL,16421352,Aulostomus maculatus,964,Aulostomus maculatus
2362,Morone_americana,Approved,Actinopteri,Perciformes,Moronidae,Morone,americana,NULL,(Gmelin 1789),White perch,LC,2012,NULL,NULL,184088,Morone americana,355,Morone americana
2363,Hyporhamphus_unifasciatus,Approved,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,unifasciatus,NULL,(Ranzani 1841),Common halfbeak,LC,2019,NULL,NULL,166985,Hyporhamphus unifasciatus,1060,Hyporhamphus unifasciatus
2364,Caranx_caninus,Approved,Actinopteri,Perciformes,Carangidae,Caranx,caninus,NULL,Günther 1867,Pacific crevalle jack,LC,2008,NULL,NULL,183324,Caranx caninus,1901,Caranx caninus
2365,Selar_crumenophthalmus,Approved,Actinopteri,Perciformes,Carangidae,Selar,crumenophthalmus,NULL,(Bloch 1793),Bigeye scad,LC,2013,NULL,NULL,190388,Selar crumenophthalmus,387,Selar crumenophthalmus
2366,Trachinotus_carolinus,Approved,Actinopteri,Perciformes,Carangidae,Trachinotus,carolinus,NULL,(Linnaeus 1766),Florida pompano,LC,2012,NULL,NULL,16507646,Trachinotus carolinus,380,Trachinotus carolinus
2367,Trachinotus_falcatus,Approved,Actinopteri,Perciformes,Carangidae,Trachinotus,falcatus,NULL,(Linnaeus 1758),Permit,LC,2012,NULL,NULL,190407,Trachinotus falcatus,1010,Trachinotus falcatus
2368,Selene_vomer,Approved,Actinopteri,Perciformes,Carangidae,Selene,vomer,NULL,(Linnaeus 1758),Lookdown,LC,2012,NULL,NULL,16507307,Selene vomer,1004,Selene vomer
2369,Etropus_microstomus,Approved,Actinopteri,Pleuronectiformes,Paralichthyidae,Etropus,microstomus,NULL,(Gill 1864),Smallmouth flounder,NE,NULL,NULL,NULL,NULL,NULL,4222,Etropus microstomus
2370,Decapterus_macarellus,Approved,Actinopteri,Perciformes,Carangidae,Decapterus,macarellus,NULL,(Cuvier 1833),Mackerel scad,LC,2012,NULL,NULL,190117,Decapterus macarellus,993,Decapterus macarellus
2371,Decapterus_punctatus,Approved,Actinopteri,Perciformes,Carangidae,Decapterus,punctatus,NULL,(Cuvier 1829),Round scad,LC,2012,NULL,NULL,16439848,Decapterus punctatus,994,Decapterus punctatus
2372,Oligoplites_saurus,Approved,Actinopteri,Perciformes,Carangidae,Oligoplites,saurus,NULL,(Bloch & Schneider 1801),Leatherjacket,LC,2018,NULL,NULL,183364,Oligoplites saurus,1001,Oligoplites saurus
2373,Menticirrhus_saxatilis,Approved,Actinopteri,Perciformes,Sciaenidae,Menticirrhus,saxatilis,NULL,(Bloch & Schneider 1801),Northern kingfish,LC,2009,NULL,NULL,46105847,Menticirrhus saxatilis,410,Menticirrhus saxatilis
2374,Bairdiella_chrysoura,Approved,Actinopteri,Perciformes,Sciaenidae,Bairdiella,chrysoura,NULL,(Lacepède 1802),Silver perch,LC,2009,NULL,NULL,193264,Bairdiella chrysoura,1165,Bairdiella chrysoura
2375,Leiostomus_xanthurus,Approved,Actinopteri,Perciformes,Sciaenidae,Leiostomus,xanthurus,NULL,Lacepède 1802,Spot croaker,LC,2009,NULL,NULL,193267,Leiostomus xanthurus,429,Leiostomus xanthurus
2376,Cynoscion_regalis,Approved,Actinopteri,Perciformes,Sciaenidae,Cynoscion,regalis,NULL,(Bloch & Schneider 1801),Squeteague,NE,NULL,NULL,NULL,NULL,NULL,406,Cynoscion regalis
2377,Micropogonias_undulatus,Approved,Actinopteri,Perciformes,Sciaenidae,Micropogonias,undulatus,NULL,(Linnaeus 1766),Atlantic croaker,LC,2009,NULL,NULL,193268,Micropogonias undulatus,408,Micropogonias undulatus
2378,Sphyraena_borealis,Approved,Actinopteri,Perciformes,Sphyraenidae,Sphyraena,borealis,NULL,DeKay 1842,Northern sennet,LC,2013,NULL,NULL,20666166,Sphyraena borealis,3679,Sphyraena borealis
2379,Tautoga_onitis,Approved,Actinopteri,Perciformes,Labridae,Tautoga,onitis,NULL,(Linnaeus 1758),Tautog,VU,2008,A2bd,NULL,187479,Tautoga onitis,458,Tautoga onitis
2380,Tautogolabrus_adspersus,Approved,Actinopteri,Perciformes,Labridae,Tautogolabrus,adspersus,NULL,(Walbaum 1792),Cunner,LC,2008,NULL,NULL,187448,Tautogolabrus adspersus,3672,Tautogolabrus adspersus
2381,Astroscopus_guttatus,Approved,Actinopteri,Perciformes,Uranoscopidae,Astroscopus,guttatus,NULL,Abbott 1860,Northern stargazer,LC,2014,NULL,NULL,47153800,Astroscopus guttatus,3703,Astroscopus guttatus
2382,Ammodytes_americanus,Approved,Actinopteri,Perciformes,Ammodytidae,Ammodytes,americanus,NULL,DeKay 1842,American sand lance,NE,NULL,NULL,NULL,NULL,NULL,3820,Ammodytes americanus
2383,Brachydeuterus_auritus,Approved,Actinopteri,Perciformes,Haemulidae,Brachydeuterus,auritus,"",(Valenciennes 1832),Bigeye grunt,NT,2013,NULL,NULL,194413,Brachydeuterus auritus,400,Brachydeuterus auritus
2384,Hoplostethus_atlanticus,Approved,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,"",Collett 1889,Orange roughy,NE,NULL,NULL,NULL,NULL,NULL,334,Hoplostethus atlanticus
2385,Cololabis_saira,Approved,Actinopteri,Beloniformes,Scomberesocidae,Cololabis,saira,NULL,(Brevoort 1856),Pacific saury,NE,NULL,NULL,NULL,NULL,NULL,303,Cololabis saira
2386,Decapterus_maruadsi,Approved,Actinopteri,Perciformes,Carangidae,Decapterus,maruadsi,NULL,(Temminck & Schlegel 1843),Japanese scad,LC,2018,NULL,NULL,20431525,Decapterus maruadsi,1939,Decapterus maruadsi
2387,Colobus_vellerosus,Approved,Mammalia,Primates,Cercopithecidae,Colobus,vellerosus,NULL,"(I. Geoffroy, 1834)",Ursine colobus,VU,2008,A2cd,4.6617870,5146,Colobus vellerosus,NULL,NULL
2388,Brachyteles_arachnoides,Approved,Mammalia,Primates,Atelidae,Brachyteles,arachnoides,"","(É. Geoffroy, 1806)",Woolly spider monkey,EN,2008,C1,8.0819445,2993,Brachyteles arachnoides,NULL,NULL
2389,Piliocolobus_pennantii,Approved,Mammalia,Primates,Cercopithecidae,Piliocolobus,pennantii,"","(Waterhouse, 1838)",Pennant's red colobus,EN,2008,"A2cd; B1ab(ii,iii,v)",6.2778300,41025,Piliocolobus pennantii,NULL,NULL
2390,Agonus_cataphractus,Approved,Actinopteri,Perciformes,Agonidae,Agonus,cataphractus,NULL,(Linnaeus 1758),Hooknose,LC,2013,NULL,NULL,18227168,Agonus cataphractus,36,Agonus cataphractus
2391,Gillichthys_mirabilis,Approved,Actinopteri,Gobiiformes,Gobiidae,Gillichthys,mirabilis,NULL,Cooper 1864,Longjaw mudsucker,LC,2007,NULL,NULL,184044,Gillichthys mirabilis,3854,Gillichthys mirabilis
2392,Ambassis_vachellii,Approved,Actinopteri,Perciformes,Ambassidae,Ambassis,vachellii,NULL,Richardson 1846,Vachelli's glass perchlet,LC,2011,NULL,NULL,166893,Ambassis vachellii,15135,Ambassis vachellii
2393,Pseudomugil_signifer,Approved,Actinopteri,Atheriniformes,Pseudomugilidae,Pseudomugil,signifer,NULL,Kner 1866,Pacific blue-eye,NE,NULL,NULL,NULL,NULL,NULL,22750,Pseudomugil signifer
2394,Eubleekeria_splendens,Approved,Actinopteri,Acanthuriformes,Leiognathidae,Eubleekeria,splendens,NULL,(Cuvier 1829),Splendid ponyfish,LC,2011,NULL,NULL,199624,Eubleekeria splendens,4454,Eubleekeria splendens
2395,Gerres_oyena,Approved,Actinopteri,Perciformes,Gerreidae,Gerres,oyena,NULL,(Forsskål 1775),Common silver-biddy,LC,2015,NULL,NULL,166919,Gerres oyena,5996,Gerres oyena
2396,Nuchequula_gerreoides,Approved,Actinopteri,Acanthuriformes,Leiognathidae,Nuchequula,gerreoides,"",(Bleeker 1851),Decorated ponyfish,NE,NULL,NULL,NULL,NULL,NULL,4809,Nuchequula gerreoides
2397,Menidia_menidia,Approved,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,menidia,NULL,(Linnaeus 1766),Atlantic silverside,LC,2013,NULL,NULL,16441575,Menidia menidia,339,Menidia menidia
2398,Chelonodontops_patoca,Approved,Actinopteri,Tetraodontiformes,Tetraodontidae,Chelonodontops,patoca,NULL,(Hamilton 1822),Milkspotted puffer,LC,2014,NULL,NULL,172416,Chelonodon patoca,6610,Chelonodon patoca
2399,Sardinella_albella,Approved,Actinopteri,Clupeiformes,Clupeidae,Sardinella,albella,NULL,(Valenciennes 1847),White sardinella,LC,2017,NULL,NULL,155116,Sardinella albella,1502,Sardinella albella
2400,Planiliza_subviridis,Approved,Actinopteri,Mugiliformes,Mugilidae,Planiliza,subviridis,NULL,(Valenciennes 1836),Greenback mullet,NE,NULL,NULL,NULL,NULL,NULL,4819,Planiliza subviridis
2401,Acentrogobius_viridipunctatus,Approved,Actinopteri,Gobiiformes,Gobiidae,Acentrogobius,viridipunctatus,NULL,(Valenciennes 1837),Spotted green goby,NE,NULL,NULL,NULL,NULL,NULL,15776,Acentrogobius viridipunctatus
2402,Leiognathus_equula,Approved,Actinopteri,Acanthuriformes,Leiognathidae,Leiognathus,equula,NULL,(Forsskål 1775),Common ponyfish,LC,2017,NULL,NULL,196417,Leiognathus equulus,4451,Leiognathus equulus
2403,Sillago_maculata,Approved,Actinopteri,Perciformes,Sillaginidae,Sillago,maculata,"",Quoy & Gaimard 1824,Trumpeter whiting,NE,NULL,NULL,NULL,NULL,NULL,7925,Sillago maculata
2404,Platycephalus_fuscus,Approved,Actinopteri,Perciformes,Platycephalidae,Platycephalus,fuscus,"",Cuvier 1829,Dusky flathead,NE,NULL,NULL,NULL,NULL,NULL,49820,Platycephalus fuscus
2405,Sillago_sihama,Approved,Actinopteri,Perciformes,Sillaginidae,Sillago,sihama,NULL,(Forsskål 1775),Silver sillago,LC,2015,NULL,NULL,203423,Sillago sihama,4544,Sillago sihama
2406,Gerres_filamentosus,Approved,Actinopteri,Perciformes,Gerreidae,Gerres,filamentosus,NULL,Cuvier 1829,Whipfin silverbiddy,LC,2016,NULL,NULL,166897,Gerres filamentosus,4463,Gerres filamentosus
2407,Hypseleotris_compressa,Approved,Actinopteri,Gobiiformes,Eleotridae,Hypseleotris,compressa,"",(Krefft 1864),Empire gudgeon,NE,NULL,NULL,NULL,NULL,NULL,22755,Hypseleotris compressa
2408,Psammogobius_biocellatus,Approved,Actinopteri,Gobiiformes,Gobiidae,Psammogobius,biocellatus,NULL,(Valenciennes 1837),Sleepy goby,LC,2016,NULL,NULL,9266,Psammogobius biocellatus,9946,Psammogobius biocellatus
2409,Acanthopagrus_australis,Approved,Actinopteri,Perciformes,Sparidae,Acanthopagrus,australis,"",(Günther 1859),Yellowfin bream,LC,2009,NULL,NULL,170257,Acanthopagrus australis,8109,Acanthopagrus australis
2410,Sillago_analis,Approved,Actinopteri,Perciformes,Sillaginidae,Sillago,analis,NULL,Whitley 1943,Golden-lined sillago,NE,NULL,NULL,NULL,NULL,NULL,8492,Sillago analis
2411,Platycephalus_endrachtensis,Approved,Actinopteri,Perciformes,Platycephalidae,Platycephalus,endrachtensis,"",Quoy & Gaimard 1825,Bar-tailed flathead,NE,NULL,NULL,NULL,NULL,NULL,10783,Platycephalus endrachtensis
2412,Pseudorhombus_arsius,Approved,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,arsius,NULL,(Hamilton 1822),Largetooth flounder,NE,NULL,NULL,NULL,NULL,NULL,1325,Pseudorhombus arsius
2413,Craterocephalus_stercusmuscarum,Approved,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,stercusmuscarum,"",(Günther 1867),Fly-specked hardyhead,LC,2019,"",NULL,123355828,Craterocephalus stercusmuscarum,22666,Craterocephalus stercusmuscarum
2414,Rhabdosargus_sarba,Approved,Actinopteri,Perciformes,Sparidae,Rhabdosargus,sarba,"",(Forsskål 1775),Goldlined seabream,LC,2009,NULL,NULL,170198,Rhabdosargus sarba,5368,Rhabdosargus sarba
2415,Lutjanus_rivulatus,Approved,Actinopteri,Perciformes,Lutjanidae,Lutjanus,rivulatus,NULL,(Cuvier 1828),Blubberlip snapper,LC,2015,NULL,NULL,194356,Lutjanus rivulatus,173,Lutjanus rivulatus
2416,Trachinotus_botla,Approved,Actinopteri,Perciformes,Carangidae,Trachinotus,botla,NULL,(Shaw 1803),Largespotted dart,LC,2018,NULL,NULL,20436632,Trachinotus botla,1965,Trachinotus botla
2417,Pomatoschistus_minutus,Approved,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,minutus,NULL,(Pallas 1770),Sand goby,LC,2014,NULL,NULL,198668,Pomatoschistus minutus,1345,Pomatoschistus minutus
2418,Pomatoschistus_microps,Approved,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,microps,"",(Krøyer 1838),Common goby,LC,2009,NULL,NULL,135525,Pomatoschistus microps,1344,Pomatoschistus microps
2419,Cynoscion_arenarius,Approved,Actinopteri,Perciformes,Sciaenidae,Cynoscion,arenarius,NULL,Ginsburg 1930,Sand weakfish,LC,2011,NULL,NULL,196690,Cynoscion arenarius,1170,Cynoscion arenarius
2420,Menidia_beryllina,Approved,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,beryllina,NULL,(Cope 1867),Inland silverside,LC,2018,NULL,NULL,191191,Menidia beryllina,3241,Menidia beryllina
2421,Ameiurus_catus,Approved,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,catus,NULL,(Linnaeus 1758),White catfish,LC,2011,NULL,NULL,202673,Ameiurus catus,3018,Ameiurus catus
2422,Hysterocarpus_traskii,Approved,Actinopteri,Perciformes,Embiotocidae,Hysterocarpus,traskii,NULL,Gibbons 1854,Russian river tule perch,LC,2012,NULL,NULL,62221,Hysterocarpus traskii,3634,Hysterocarpus traskii
2423,Acipenser_oxyrinchus,Approved,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,oxyrinchus,oxyrinchus,Mitchill 1815,Atlantic sturgeon,NT,2006,NULL,NULL,245,Acipenser oxyrinchus,2593,Acipenser oxyrinchus
2424,Elops_machnata,Approved,Actinopteri,Elopiformes,Elopidae,Elops,machnata,NULL,(Forsskål 1775),Tenpounder,LC,2016,NULL,NULL,172363,Elops machnata,5512,Elops machnata
2425,Argyrosomus_japonicus,Approved,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,japonicus,NULL,(Temminck & Schlegel 1843),Japanese meagre,NE,NULL,NULL,NULL,NULL,NULL,11979,Argyrosomus japonicus
2426,Johnius_dorsalis,Approved,Actinopteri,Perciformes,Sciaenidae,Johnius,dorsalis,NULL,(Peters 1855),Small kob,NE,NULL,NULL,NULL,NULL,NULL,28016,Johnius dorsalis
2427,Syngnathus_rostellatus,Approved,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,NULL,Nilsson 1855,Nilsson's pipefish,LC,2013,NULL,NULL,18258249,Syngnathus rostellatus,1359,Syngnathus rostellatus
2428,Caranx_sexfasciatus,Approved,Actinopteri,Perciformes,Carangidae,Caranx,sexfasciatus,NULL,Quoy & Gaimard 1825,Bigeye trevally,LC,2018,NULL,NULL,155130,Caranx sexfasciatus,1917,Caranx sexfasciatus
2429,Diplodus_capensis,Approved,Actinopteri,Perciformes,Sparidae,Diplodus,capensis,NULL,(Smith 1844),Cape white seabream,LC,2009,NULL,NULL,170175,Diplodus capensis,6004,Diplodus capensis
2430,Planiliza_macrolepis,Approved,Actinopteri,Mugiliformes,Mugilidae,Planiliza,macrolepis,"",(Smith 1846),Largescale mullet,LC,2011,NULL,NULL,166856,Planiliza macrolepis,4816,Planiliza macrolepis
2431,Ameiurus_melas,Approved,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,melas,"",(Rafinesque 1820),Black bullhead,LC,2011,NULL,NULL,202674,Ameiurus melas,291,Ameiurus melas
2432,Oreochromis_mossambicus,Approved,Actinopteri,Cichliformes,Cichlidae,Oreochromis,mossambicus,NULL,(Peters 1852),Mozambique tilapia,NT,2007,NULL,NULL,63338,Oreochromis mossambicus,3,Oreochromis mossambicus
2433,Pomadasys_olivaceus,Approved,Actinopteri,Perciformes,Haemulidae,Pomadasys,olivaceus,NULL,(Day 1875),Olive grunt,LC,2019,NULL,NULL,194439,Pomadasys olivaceus,5518,Pomadasys olivaceus
